DOGEUSDT 15m - EVERY CANDLE ANALYZED (Last 7 Days)
Entry Condition: 5-candle return < -2% AND position in range < 30%

Candle #,Date/Time,Open,High,Low,Close,5c Return %,10c High,10c Low,Position in Range %,Drop OK?,Position OK?,SIGNAL?
443,2026-01-25 09:00:00,0.122630,0.122760,0.122480,0.122700,-0.19%,0.123290,0.122280,41.6%,NO,NO,
444,2026-01-25 09:15:00,0.122690,0.122820,0.122640,0.122770,-0.15%,0.123260,0.122280,50.0%,NO,NO,
445,2026-01-25 09:30:00,0.122770,0.123260,0.122770,0.123220,0.27%,0.123110,0.122280,113.3%,NO,NO,
446,2026-01-25 09:45:00,0.123220,0.123370,0.123040,0.123140,0.45%,0.123260,0.122280,87.8%,NO,NO,
447,2026-01-25 10:00:00,0.123150,0.123180,0.122950,0.123080,0.38%,0.123370,0.122280,73.4%,NO,NO,
448,2026-01-25 10:15:00,0.123090,0.123590,0.123080,0.123540,0.68%,0.123370,0.122280,115.6%,NO,NO,
449,2026-01-25 10:30:00,0.123550,0.123650,0.123380,0.123520,0.61%,0.123590,0.122280,94.7%,NO,NO,
450,2026-01-25 10:45:00,0.123530,0.123570,0.123300,0.123400,0.15%,0.123650,0.122280,81.8%,NO,NO,
451,2026-01-25 11:00:00,0.123390,0.123390,0.123080,0.123240,0.08%,0.123650,0.122280,70.1%,NO,NO,
452,2026-01-25 11:15:00,0.123240,0.123520,0.123240,0.123470,0.32%,0.123650,0.122280,86.9%,NO,NO,
453,2026-01-25 11:30:00,0.123480,0.123480,0.123160,0.123210,-0.27%,0.123650,0.122480,62.4%,NO,NO,
454,2026-01-25 11:45:00,0.123200,0.123320,0.123090,0.123280,-0.19%,0.123650,0.122640,63.4%,NO,NO,
455,2026-01-25 12:00:00,0.123280,0.123280,0.123020,0.123210,-0.15%,0.123650,0.122770,50.0%,NO,NO,
456,2026-01-25 12:15:00,0.123210,0.123250,0.122820,0.122840,-0.32%,0.123650,0.122950,-15.7%,NO,YES,
457,2026-01-25 12:30:00,0.122840,0.123020,0.122760,0.122970,-0.40%,0.123650,0.122820,18.1%,NO,YES,
458,2026-01-25 12:45:00,0.122960,0.123220,0.122930,0.123210,0.00%,0.123650,0.122760,50.6%,NO,NO,
459,2026-01-25 13:00:00,0.123200,0.123330,0.123040,0.123160,-0.10%,0.123650,0.122760,44.9%,NO,NO,
460,2026-01-25 13:15:00,0.123170,0.123290,0.122880,0.122880,-0.27%,0.123570,0.122760,14.8%,NO,YES,
461,2026-01-25 13:30:00,0.122890,0.123120,0.122830,0.123040,0.16%,0.123520,0.122760,36.8%,NO,NO,
462,2026-01-25 13:45:00,0.123040,0.123250,0.123030,0.123180,0.17%,0.123520,0.122760,55.3%,NO,NO,
463,2026-01-25 14:00:00,0.123180,0.123240,0.122640,0.122660,-0.45%,0.123480,0.122760,-13.9%,NO,YES,
464,2026-01-25 14:15:00,0.122670,0.122730,0.121520,0.122090,-0.87%,0.123330,0.122640,-79.7%,NO,YES,
465,2026-01-25 14:30:00,0.122080,0.122210,0.121870,0.121980,-0.73%,0.123330,0.121520,25.4%,NO,YES,
466,2026-01-25 14:45:00,0.121980,0.122100,0.121750,0.122060,-0.80%,0.123330,0.121520,29.8%,NO,YES,
467,2026-01-25 15:00:00,0.122060,0.122250,0.121900,0.122190,-0.80%,0.123330,0.121520,37.0%,NO,NO,
468,2026-01-25 15:15:00,0.122190,0.122630,0.122010,0.122580,-0.07%,0.123330,0.121520,58.6%,NO,NO,
469,2026-01-25 15:30:00,0.122580,0.122660,0.122450,0.122510,0.34%,0.123330,0.121520,54.7%,NO,NO,
470,2026-01-25 15:45:00,0.122500,0.122550,0.122000,0.122220,0.20%,0.123290,0.121520,39.5%,NO,NO,
471,2026-01-25 16:00:00,0.122220,0.122220,0.120410,0.120740,-1.08%,0.123250,0.121520,-45.1%,NO,YES,
472,2026-01-25 16:15:00,0.120740,0.120830,0.119630,0.120570,-1.33%,0.123250,0.120410,5.6%,NO,YES,
473,2026-01-25 16:30:00,0.120570,0.120800,0.119950,0.120390,-1.79%,0.123240,0.119630,21.1%,NO,YES,
474,2026-01-25 16:45:00,0.120400,0.120960,0.120140,0.120840,-1.36%,0.122730,0.119630,39.0%,NO,NO,
475,2026-01-25 17:00:00,0.120840,0.121180,0.120510,0.120580,-1.34%,0.122660,0.119630,31.4%,NO,NO,
476,2026-01-25 17:15:00,0.120580,0.120710,0.120260,0.120500,-0.20%,0.122660,0.119630,28.7%,NO,YES,
477,2026-01-25 17:30:00,0.120500,0.121110,0.120350,0.121070,0.41%,0.122660,0.119630,47.5%,NO,NO,
478,2026-01-25 17:45:00,0.121080,0.121160,0.120600,0.120670,0.23%,0.122660,0.119630,34.3%,NO,NO,
479,2026-01-25 18:00:00,0.120680,0.120870,0.119310,0.120410,-0.36%,0.122660,0.119630,25.7%,NO,YES,
480,2026-01-25 18:15:00,0.120420,0.120810,0.119990,0.120120,-0.38%,0.122550,0.119310,25.0%,NO,YES,
481,2026-01-25 18:30:00,0.120120,0.120180,0.119250,0.119640,-0.71%,0.122220,0.119310,11.3%,NO,YES,
482,2026-01-25 18:45:00,0.119650,0.120220,0.119490,0.120100,-0.80%,0.121180,0.119250,44.0%,NO,NO,
483,2026-01-25 19:00:00,0.120110,0.120340,0.119860,0.119970,-0.58%,0.121180,0.119250,37.3%,NO,NO,
484,2026-01-25 19:15:00,0.119970,0.119980,0.118430,0.118620,-1.49%,0.121180,0.119250,-32.6%,NO,YES,
485,2026-01-25 19:30:00,0.118610,0.119500,0.118470,0.119250,-0.72%,0.121180,0.118430,29.8%,NO,YES,
486,2026-01-25 19:45:00,0.119240,0.119250,0.117540,0.118700,-0.79%,0.121160,0.118430,9.9%,NO,YES,
487,2026-01-25 20:00:00,0.118700,0.119330,0.118540,0.118650,-1.21%,0.121160,0.117540,30.7%,NO,NO,
488,2026-01-25 20:15:00,0.118640,0.118710,0.118220,0.118370,-1.33%,0.121160,0.117540,22.9%,NO,YES,
489,2026-01-25 20:30:00,0.118360,0.118460,0.117800,0.117900,-0.61%,0.120870,0.117540,10.8%,NO,YES,
490,2026-01-25 20:45:00,0.117890,0.118430,0.117770,0.118320,-0.78%,0.120810,0.117540,23.9%,NO,YES,
491,2026-01-25 21:00:00,0.118330,0.119200,0.118290,0.118980,0.24%,0.120340,0.117540,51.4%,NO,NO,
492,2026-01-25 21:15:00,0.118980,0.119320,0.118960,0.119250,0.51%,0.120340,0.117540,61.1%,NO,NO,
493,2026-01-25 21:30:00,0.119250,0.119310,0.118620,0.119080,0.60%,0.120340,0.117540,55.0%,NO,NO,
494,2026-01-25 21:45:00,0.119090,0.119620,0.119060,0.119540,1.39%,0.119980,0.117540,82.0%,NO,NO,
495,2026-01-25 22:00:00,0.119550,0.119570,0.118960,0.119110,0.67%,0.119620,0.117540,75.5%,NO,NO,
496,2026-01-25 22:15:00,0.119110,0.119210,0.118500,0.118560,-0.35%,0.119620,0.117540,49.0%,NO,NO,
497,2026-01-25 22:30:00,0.118560,0.119220,0.118540,0.119100,-0.13%,0.119620,0.117770,71.9%,NO,NO,
498,2026-01-25 22:45:00,0.119100,0.119120,0.118580,0.119060,-0.02%,0.119620,0.117770,69.7%,NO,NO,
499,2026-01-25 23:00:00,0.119060,0.119370,0.118440,0.119260,-0.23%,0.119620,0.117770,80.5%,NO,NO,
500,2026-01-25 23:15:00,0.119270,0.119520,0.119030,0.119060,-0.04%,0.119620,0.117770,69.7%,NO,NO,
501,2026-01-25 23:30:00,0.119070,0.119230,0.118760,0.119030,0.40%,0.119620,0.118290,55.6%,NO,NO,
502,2026-01-25 23:45:00,0.119040,0.119570,0.119040,0.119380,0.24%,0.119620,0.118440,79.7%,NO,NO,
503,2026-01-26 00:00:00,0.119380,0.119930,0.119150,0.119920,0.72%,0.119620,0.118440,125.4%,NO,NO,
504,2026-01-26 00:15:00,0.119920,0.120470,0.119870,0.120150,0.75%,0.119930,0.118440,114.8%,NO,NO,
505,2026-01-26 00:30:00,0.120140,0.120160,0.119680,0.119830,0.65%,0.120470,0.118440,68.5%,NO,NO,
506,2026-01-26 00:45:00,0.119820,0.120700,0.119730,0.120630,1.34%,0.120470,0.118440,107.9%,NO,NO,
507,2026-01-26 01:00:00,0.120630,0.122320,0.120590,0.121870,2.09%,0.120700,0.118440,151.8%,NO,NO,
508,2026-01-26 01:15:00,0.121870,0.122570,0.121750,0.122040,1.77%,0.122320,0.118440,92.8%,NO,NO,
509,2026-01-26 01:30:00,0.122030,0.122380,0.121620,0.122190,1.70%,0.122570,0.118440,90.8%,NO,NO,
510,2026-01-26 01:45:00,0.122200,0.122760,0.122080,0.122450,2.19%,0.122570,0.118760,96.9%,NO,NO,
511,2026-01-26 02:00:00,0.122450,0.122530,0.121720,0.121810,0.98%,0.122760,0.118760,76.3%,NO,NO,
512,2026-01-26 02:15:00,0.121800,0.122440,0.121540,0.122440,0.47%,0.122760,0.119040,91.4%,NO,NO,
513,2026-01-26 02:30:00,0.122440,0.122440,0.121800,0.121840,-0.16%,0.122760,0.119150,74.5%,NO,NO,
514,2026-01-26 02:45:00,0.121840,0.122000,0.121650,0.121780,-0.34%,0.122760,0.119680,68.2%,NO,NO,
515,2026-01-26 03:00:00,0.121780,0.122190,0.121750,0.122060,-0.32%,0.122760,0.119680,77.3%,NO,NO,
516,2026-01-26 03:15:00,0.122060,0.122090,0.121640,0.121690,-0.10%,0.122760,0.119730,64.7%,NO,NO,
517,2026-01-26 03:30:00,0.121680,0.121750,0.121320,0.121520,-0.75%,0.122760,0.120590,42.9%,NO,NO,
518,2026-01-26 03:45:00,0.121520,0.121540,0.120970,0.121280,-0.46%,0.122760,0.121320,-2.8%,NO,YES,
519,2026-01-26 04:00:00,0.121280,0.121750,0.121280,0.121690,-0.07%,0.122760,0.120970,40.2%,NO,NO,
520,2026-01-26 04:15:00,0.121690,0.122930,0.121590,0.122540,0.39%,0.122760,0.120970,87.7%,NO,NO,
521,2026-01-26 04:30:00,0.122540,0.122600,0.121940,0.121990,0.25%,0.122930,0.120970,52.0%,NO,NO,
522,2026-01-26 04:45:00,0.121990,0.122220,0.121910,0.122030,0.42%,0.122930,0.120970,54.1%,NO,NO,
523,2026-01-26 05:00:00,0.122030,0.122080,0.121720,0.121720,0.36%,0.122930,0.120970,38.3%,NO,NO,
524,2026-01-26 05:15:00,0.121720,0.121780,0.121620,0.121710,0.02%,0.122930,0.120970,37.8%,NO,NO,
525,2026-01-26 05:30:00,0.121700,0.121750,0.121440,0.121600,-0.77%,0.122930,0.120970,32.1%,NO,NO,
526,2026-01-26 05:45:00,0.121600,0.121830,0.121510,0.121580,-0.34%,0.122930,0.120970,31.1%,NO,NO,
527,2026-01-26 06:00:00,0.121580,0.121650,0.121290,0.121310,-0.59%,0.122930,0.120970,17.3%,NO,YES,
528,2026-01-26 06:15:00,0.121310,0.121510,0.121230,0.121390,-0.27%,0.122930,0.120970,21.4%,NO,YES,
529,2026-01-26 06:30:00,0.121390,0.121480,0.121230,0.121400,-0.25%,0.122930,0.121230,10.0%,NO,YES,
530,2026-01-26 06:45:00,0.121390,0.121770,0.121350,0.121600,0.00%,0.122930,0.121230,21.8%,NO,YES,
531,2026-01-26 07:00:00,0.121600,0.121700,0.121400,0.121620,0.03%,0.122600,0.121230,28.5%,NO,YES,
532,2026-01-26 07:15:00,0.121620,0.121980,0.121530,0.121580,0.22%,0.122220,0.121230,35.4%,NO,NO,
533,2026-01-26 07:30:00,0.121580,0.121890,0.121470,0.121630,0.20%,0.122080,0.121230,47.1%,NO,NO,
534,2026-01-26 07:45:00,0.121640,0.121730,0.121430,0.121680,0.23%,0.121980,0.121230,60.0%,NO,NO,
535,2026-01-26 08:00:00,0.121680,0.121800,0.121350,0.121350,-0.21%,0.121980,0.121230,16.0%,NO,YES,
536,2026-01-26 08:15:00,0.121350,0.122560,0.121300,0.122100,0.39%,0.121980,0.121230,116.0%,NO,NO,
537,2026-01-26 08:30:00,0.122110,0.122240,0.121610,0.121720,0.12%,0.122560,0.121230,36.8%,NO,NO,
538,2026-01-26 08:45:00,0.121710,0.121890,0.121600,0.121730,0.08%,0.122560,0.121230,37.6%,NO,NO,
539,2026-01-26 09:00:00,0.121720,0.121790,0.121100,0.121160,-0.43%,0.122560,0.121230,-5.3%,NO,YES,
540,2026-01-26 09:15:00,0.121150,0.121240,0.121010,0.121020,-0.27%,0.122560,0.121100,-5.5%,NO,YES,
541,2026-01-26 09:30:00,0.121030,0.121100,0.120600,0.120900,-0.98%,0.122560,0.121010,-7.1%,NO,YES,
542,2026-01-26 09:45:00,0.120910,0.120940,0.120610,0.120690,-0.85%,0.122560,0.120600,4.6%,NO,YES,
543,2026-01-26 10:00:00,0.120690,0.121280,0.120660,0.121080,-0.53%,0.122560,0.120600,24.5%,NO,YES,
544,2026-01-26 10:15:00,0.121080,0.121280,0.121000,0.121210,0.04%,0.122560,0.120600,31.1%,NO,NO,
545,2026-01-26 10:30:00,0.121210,0.121350,0.121170,0.121220,0.17%,0.122560,0.120600,31.6%,NO,NO,
546,2026-01-26 10:45:00,0.121220,0.121300,0.121130,0.121170,0.22%,0.122560,0.120600,29.1%,NO,YES,
547,2026-01-26 11:00:00,0.121170,0.121510,0.121170,0.121430,0.61%,0.122240,0.120600,50.6%,NO,NO,
548,2026-01-26 11:15:00,0.121440,0.121440,0.120600,0.120720,-0.30%,0.121890,0.120600,9.3%,NO,YES,
549,2026-01-26 11:30:00,0.120720,0.120880,0.120710,0.120800,-0.34%,0.121790,0.120600,16.8%,NO,YES,
550,2026-01-26 11:45:00,0.120800,0.121060,0.120700,0.121000,-0.18%,0.121510,0.120600,44.0%,NO,NO,
551,2026-01-26 12:00:00,0.121000,0.121480,0.120990,0.121310,0.12%,0.121510,0.120600,78.0%,NO,NO,
552,2026-01-26 12:15:00,0.121320,0.121500,0.121120,0.121230,-0.16%,0.121510,0.120600,69.2%,NO,NO,
553,2026-01-26 12:30:00,0.121230,0.121240,0.121020,0.121060,0.28%,0.121510,0.120600,50.5%,NO,NO,
554,2026-01-26 12:45:00,0.121060,0.121290,0.121060,0.121290,0.41%,0.121510,0.120600,75.8%,NO,NO,
555,2026-01-26 13:00:00,0.121290,0.121460,0.121170,0.121420,0.35%,0.121510,0.120600,90.1%,NO,NO,
556,2026-01-26 13:15:00,0.121420,0.121870,0.121280,0.121720,0.34%,0.121510,0.120600,123.1%,NO,NO,
557,2026-01-26 13:30:00,0.121730,0.121860,0.121450,0.121600,0.31%,0.121870,0.120600,78.7%,NO,NO,
558,2026-01-26 13:45:00,0.121600,0.121710,0.121500,0.121650,0.49%,0.121870,0.120600,82.7%,NO,NO,
559,2026-01-26 14:00:00,0.121660,0.121830,0.121220,0.121320,0.02%,0.121870,0.120700,53.0%,NO,NO,
560,2026-01-26 14:15:00,0.121320,0.121600,0.121250,0.121360,-0.05%,0.121870,0.120700,56.4%,NO,NO,
561,2026-01-26 14:30:00,0.121350,0.123320,0.121060,0.122420,0.58%,0.121870,0.120990,162.5%,NO,NO,
562,2026-01-26 14:45:00,0.122410,0.122880,0.122020,0.122710,0.91%,0.123320,0.121020,73.5%,NO,NO,
563,2026-01-26 15:00:00,0.122700,0.123680,0.122190,0.123530,1.55%,0.123320,0.121020,109.1%,NO,NO,
564,2026-01-26 15:15:00,0.123530,0.123780,0.122860,0.122990,1.38%,0.123680,0.121060,73.7%,NO,NO,
565,2026-01-26 15:30:00,0.122990,0.123090,0.121640,0.121840,0.40%,0.123780,0.121060,28.7%,NO,YES,
566,2026-01-26 15:45:00,0.121840,0.122280,0.121630,0.122190,-0.19%,0.123780,0.121060,41.5%,NO,NO,
567,2026-01-26 16:00:00,0.122190,0.122740,0.122110,0.122670,-0.03%,0.123780,0.121060,59.2%,NO,NO,
568,2026-01-26 16:15:00,0.122670,0.123260,0.122160,0.122650,-0.71%,0.123780,0.121060,58.5%,NO,NO,
569,2026-01-26 16:30:00,0.122650,0.122740,0.122120,0.122250,-0.60%,0.123780,0.121060,43.7%,NO,NO,
570,2026-01-26 16:45:00,0.122240,0.123150,0.122090,0.122620,0.64%,0.123780,0.121060,57.4%,NO,NO,
571,2026-01-26 17:00:00,0.122620,0.122990,0.122160,0.122230,0.03%,0.123780,0.121060,43.0%,NO,NO,
572,2026-01-26 17:15:00,0.122230,0.122500,0.121510,0.121780,-0.73%,0.123780,0.121630,7.0%,NO,YES,
573,2026-01-26 17:30:00,0.121780,0.122350,0.121300,0.122120,-0.43%,0.123780,0.121510,26.9%,NO,YES,
574,2026-01-26 17:45:00,0.122130,0.122400,0.121960,0.122250,0.00%,0.123780,0.121300,38.3%,NO,NO,
575,2026-01-26 18:00:00,0.122240,0.122470,0.122100,0.122390,-0.19%,0.123260,0.121300,55.6%,NO,NO,
576,2026-01-26 18:15:00,0.122390,0.122820,0.122140,0.122780,0.45%,0.123260,0.121300,75.5%,NO,NO,
577,2026-01-26 18:30:00,0.122770,0.123440,0.122560,0.122650,0.71%,0.123260,0.121300,68.9%,NO,NO,
578,2026-01-26 18:45:00,0.122640,0.122970,0.122530,0.122880,0.62%,0.123440,0.121300,73.8%,NO,NO,
579,2026-01-26 19:00:00,0.122890,0.123200,0.122650,0.122730,0.39%,0.123440,0.121300,66.8%,NO,NO,
580,2026-01-26 19:15:00,0.122730,0.122870,0.122410,0.122420,0.02%,0.123440,0.121300,52.3%,NO,NO,
581,2026-01-26 19:30:00,0.122420,0.122730,0.122330,0.122590,-0.15%,0.123440,0.121300,60.3%,NO,NO,
582,2026-01-26 19:45:00,0.122590,0.122690,0.122150,0.122340,-0.25%,0.123440,0.121300,48.6%,NO,NO,
583,2026-01-26 20:00:00,0.122330,0.122400,0.122110,0.122160,-0.59%,0.123440,0.121300,40.2%,NO,NO,
584,2026-01-26 20:15:00,0.122160,0.122340,0.121820,0.121950,-0.64%,0.123440,0.121960,-0.7%,NO,YES,
585,2026-01-26 20:30:00,0.121960,0.122040,0.121750,0.121860,-0.46%,0.123440,0.121820,2.5%,NO,YES,
586,2026-01-26 20:45:00,0.121850,0.121930,0.121450,0.121680,-0.74%,0.123440,0.121750,-4.1%,NO,YES,
587,2026-01-26 21:00:00,0.121680,0.122040,0.121470,0.121900,-0.36%,0.123440,0.121450,22.6%,NO,YES,
588,2026-01-26 21:15:00,0.121890,0.122180,0.121770,0.122180,0.02%,0.123200,0.121450,41.7%,NO,NO,
589,2026-01-26 21:30:00,0.122170,0.123060,0.122100,0.122710,0.62%,0.123200,0.121450,72.0%,NO,NO,
590,2026-01-26 21:45:00,0.122710,0.122790,0.122360,0.122460,0.49%,0.123060,0.121450,62.7%,NO,NO,
591,2026-01-26 22:00:00,0.122460,0.122910,0.122460,0.122590,0.75%,0.123060,0.121450,70.8%,NO,NO,
592,2026-01-26 22:15:00,0.122600,0.122680,0.122450,0.122480,0.48%,0.123060,0.121450,64.0%,NO,NO,
593,2026-01-26 22:30:00,0.122480,0.122740,0.122350,0.122610,0.35%,0.123060,0.121450,72.0%,NO,NO,
594,2026-01-26 22:45:00,0.122610,0.122800,0.122470,0.122480,-0.19%,0.123060,0.121450,64.0%,NO,NO,
595,2026-01-26 23:00:00,0.122470,0.122470,0.122130,0.122380,-0.07%,0.123060,0.121450,57.8%,NO,NO,
596,2026-01-26 23:15:00,0.122370,0.122510,0.122250,0.122420,-0.14%,0.123060,0.121450,60.2%,NO,NO,
597,2026-01-26 23:30:00,0.122430,0.122770,0.122430,0.122520,0.03%,0.123060,0.121470,66.0%,NO,NO,
598,2026-01-26 23:45:00,0.122530,0.122560,0.122270,0.122280,-0.27%,0.123060,0.121770,39.5%,NO,NO,
599,2026-01-27 00:00:00,0.122280,0.122310,0.121950,0.122030,-0.37%,0.123060,0.122100,-7.3%,NO,YES,
600,2026-01-27 00:15:00,0.122020,0.122430,0.122020,0.122190,-0.16%,0.122910,0.121950,25.0%,NO,YES,
601,2026-01-27 00:30:00,0.122190,0.122200,0.121990,0.122150,-0.22%,0.122910,0.121950,20.8%,NO,YES,
602,2026-01-27 00:45:00,0.122140,0.122310,0.122040,0.122180,-0.28%,0.122800,0.121950,27.1%,NO,YES,
603,2026-01-27 01:00:00,0.122180,0.122180,0.121860,0.122020,-0.21%,0.122800,0.121950,8.2%,NO,YES,
604,2026-01-27 01:15:00,0.122020,0.122430,0.121970,0.122380,0.29%,0.122800,0.121860,55.3%,NO,NO,
605,2026-01-27 01:30:00,0.122370,0.122620,0.122280,0.122550,0.29%,0.122770,0.121860,75.8%,NO,NO,
606,2026-01-27 01:45:00,0.122550,0.122820,0.122350,0.122500,0.29%,0.122770,0.121860,70.3%,NO,NO,
607,2026-01-27 02:00:00,0.122500,0.123020,0.122500,0.122920,0.61%,0.122820,0.121860,110.4%,NO,NO,
608,2026-01-27 02:15:00,0.122910,0.122950,0.122610,0.122610,0.48%,0.123020,0.121860,64.7%,NO,NO,
609,2026-01-27 02:30:00,0.122620,0.123130,0.122620,0.122910,0.43%,0.123020,0.121860,90.5%,NO,NO,
610,2026-01-27 02:45:00,0.122900,0.123190,0.122860,0.123120,0.47%,0.123130,0.121860,99.2%,NO,NO,
611,2026-01-27 03:00:00,0.123110,0.123270,0.122740,0.122810,0.25%,0.123190,0.121860,71.4%,NO,NO,
612,2026-01-27 03:15:00,0.122810,0.122910,0.122690,0.122820,-0.08%,0.123270,0.121860,68.1%,NO,NO,
613,2026-01-27 03:30:00,0.122830,0.122990,0.122710,0.122910,0.24%,0.123270,0.121860,74.5%,NO,NO,
614,2026-01-27 03:45:00,0.122900,0.122900,0.122650,0.122780,-0.11%,0.123270,0.121970,62.3%,NO,NO,
615,2026-01-27 04:00:00,0.122790,0.123450,0.122680,0.123120,0.00%,0.123270,0.122280,84.8%,NO,NO,
616,2026-01-27 04:15:00,0.123120,0.123220,0.122700,0.122820,0.01%,0.123450,0.122350,42.7%,NO,NO,
617,2026-01-27 04:30:00,0.122820,0.122870,0.122670,0.122680,-0.11%,0.123450,0.122500,18.9%,NO,YES,
618,2026-01-27 04:45:00,0.122680,0.122780,0.122440,0.122770,-0.11%,0.123450,0.122610,19.0%,NO,YES,
619,2026-01-27 05:00:00,0.122780,0.122850,0.122630,0.122710,-0.06%,0.123450,0.122440,26.7%,NO,YES,
620,2026-01-27 05:15:00,0.122710,0.122770,0.122460,0.122630,-0.40%,0.123450,0.122440,18.8%,NO,YES,
621,2026-01-27 05:30:00,0.122640,0.122710,0.122450,0.122580,-0.20%,0.123450,0.122440,13.9%,NO,YES,
622,2026-01-27 05:45:00,0.122580,0.122670,0.122480,0.122580,-0.08%,0.123450,0.122440,13.9%,NO,YES,
623,2026-01-27 06:00:00,0.122580,0.122630,0.122310,0.122400,-0.30%,0.123450,0.122440,-4.0%,NO,YES,
624,2026-01-27 06:15:00,0.122400,0.122490,0.122270,0.122380,-0.27%,0.123450,0.122310,6.1%,NO,YES,
625,2026-01-27 06:30:00,0.122380,0.122380,0.122000,0.122010,-0.51%,0.123450,0.122270,-22.0%,NO,YES,
626,2026-01-27 06:45:00,0.122020,0.122160,0.121930,0.122110,-0.38%,0.123220,0.122000,9.0%,NO,YES,
627,2026-01-27 07:00:00,0.122110,0.122380,0.122080,0.122370,-0.17%,0.122870,0.121930,46.8%,NO,NO,
628,2026-01-27 07:15:00,0.122380,0.122410,0.122180,0.122290,-0.09%,0.122850,0.121930,39.1%,NO,NO,
629,2026-01-27 07:30:00,0.122300,0.122410,0.122240,0.122270,-0.09%,0.122850,0.121930,37.0%,NO,NO,
630,2026-01-27 07:45:00,0.122270,0.122300,0.122010,0.122110,0.08%,0.122770,0.121930,21.4%,NO,YES,
631,2026-01-27 08:00:00,0.122110,0.122370,0.122090,0.122270,0.13%,0.122710,0.121930,43.6%,NO,NO,
632,2026-01-27 08:15:00,0.122280,0.122350,0.122110,0.122130,-0.20%,0.122670,0.121930,27.0%,NO,YES,
633,2026-01-27 08:30:00,0.122140,0.122220,0.122000,0.122180,-0.09%,0.122630,0.121930,35.7%,NO,NO,
634,2026-01-27 08:45:00,0.122190,0.122250,0.122060,0.122140,-0.11%,0.122490,0.121930,37.5%,NO,NO,
635,2026-01-27 09:00:00,0.122140,0.122140,0.121730,0.121800,-0.25%,0.122410,0.121930,-27.1%,NO,YES,
636,2026-01-27 09:15:00,0.121810,0.122010,0.121740,0.121950,-0.26%,0.122410,0.121730,32.4%,NO,NO,
637,2026-01-27 09:30:00,0.121950,0.122230,0.121940,0.122200,0.06%,0.122410,0.121730,69.1%,NO,NO,
638,2026-01-27 09:45:00,0.122200,0.122200,0.121920,0.121930,-0.20%,0.122410,0.121730,29.4%,NO,YES,
639,2026-01-27 10:00:00,0.121920,0.122030,0.121900,0.121940,-0.16%,0.122410,0.121730,30.9%,NO,NO,
640,2026-01-27 10:15:00,0.121940,0.122060,0.121900,0.121940,0.11%,0.122370,0.121730,32.8%,NO,NO,
641,2026-01-27 10:30:00,0.121940,0.121940,0.121750,0.121790,-0.13%,0.122370,0.121730,9.4%,NO,YES,
642,2026-01-27 10:45:00,0.121790,0.121850,0.121660,0.121840,-0.29%,0.122350,0.121730,17.7%,NO,YES,
643,2026-01-27 11:00:00,0.121830,0.121880,0.121660,0.121750,-0.15%,0.122250,0.121660,15.3%,NO,YES,
644,2026-01-27 11:15:00,0.121760,0.121850,0.121580,0.121700,-0.20%,0.122250,0.121660,6.8%,NO,YES,
645,2026-01-27 11:30:00,0.121710,0.122200,0.121660,0.122190,0.21%,0.122230,0.121580,93.8%,NO,NO,
646,2026-01-27 11:45:00,0.122200,0.122650,0.122110,0.122320,0.44%,0.122230,0.121580,113.8%,NO,NO,
647,2026-01-27 12:00:00,0.122320,0.122550,0.122270,0.122510,0.55%,0.122650,0.121580,86.9%,NO,NO,
648,2026-01-27 12:15:00,0.122500,0.122780,0.122350,0.122350,0.49%,0.122650,0.121580,72.0%,NO,NO,
649,2026-01-27 12:30:00,0.122360,0.122440,0.122060,0.122140,0.36%,0.122780,0.121580,46.7%,NO,NO,
650,2026-01-27 12:45:00,0.122130,0.122210,0.121890,0.122010,-0.15%,0.122780,0.121580,35.8%,NO,NO,
651,2026-01-27 13:00:00,0.122020,0.122200,0.122010,0.122120,-0.16%,0.122780,0.121580,45.0%,NO,NO,
652,2026-01-27 13:15:00,0.122130,0.122130,0.121750,0.121800,-0.58%,0.122780,0.121580,18.3%,NO,YES,
653,2026-01-27 13:30:00,0.121800,0.122210,0.121650,0.121920,-0.35%,0.122780,0.121580,28.3%,NO,YES,
654,2026-01-27 13:45:00,0.121920,0.121920,0.121310,0.121540,-0.49%,0.122780,0.121580,-3.3%,NO,YES,
655,2026-01-27 14:00:00,0.121540,0.122310,0.121490,0.122300,0.24%,0.122780,0.121310,67.3%,NO,NO,
656,2026-01-27 14:15:00,0.122290,0.122750,0.122190,0.122310,0.16%,0.122780,0.121310,68.0%,NO,NO,
657,2026-01-27 14:30:00,0.122310,0.122460,0.121610,0.121690,-0.09%,0.122780,0.121310,25.9%,NO,YES,
658,2026-01-27 14:45:00,0.121700,0.122140,0.121560,0.121830,-0.07%,0.122780,0.121310,35.4%,NO,NO,
659,2026-01-27 15:00:00,0.121840,0.122780,0.121690,0.122250,0.58%,0.122750,0.121310,65.3%,NO,NO,
660,2026-01-27 15:15:00,0.122260,0.122320,0.121710,0.121710,-0.48%,0.122780,0.121310,27.2%,NO,YES,
661,2026-01-27 15:30:00,0.121700,0.122230,0.121700,0.122020,-0.24%,0.122780,0.121310,48.3%,NO,NO,
662,2026-01-27 15:45:00,0.122010,0.122980,0.122010,0.122930,1.02%,0.122780,0.121310,110.2%,NO,NO,
663,2026-01-27 16:00:00,0.122940,0.125580,0.122890,0.125010,2.61%,0.122980,0.121310,221.6%,NO,NO,
