DOGE 5M BACKTEST - Mean Reversion 0.5%
Period,Dec 1 2025 - Jan 28 2026
Strategy,Mean Reversion 0.5% drop in 5 candles + lower 20% of range
Settings,SL=0.75 ATR TP=2.25 ATR (3:1 R:R)
Starting Capital,$100
Leverage,10x

Trade,Entry Time,Exit Time,Entry Price,Exit Price,Stop Loss,Take Profit,Result,P&L %,P&L $,Capital Before,Capital After,Candles Held
341,2026-01-20T13:19:59.999Z,2026-01-20T13:34:59.999Z,0.125,0.12483714285714285,0.12483714285714285,0.12548857142857145,LOSS,-1.30,-1.45,111.65,110.20,3
342,2026-01-20T15:09:59.999Z,2026-01-20T16:34:59.999Z,0.1246,0.12404339285714286,0.12404339285714286,0.12626982142857143,LOSS,-4.47,-4.92,110.20,105.27,17
343,2026-01-20T16:44:59.999Z,2026-01-20T22:34:59.999Z,0.12364,0.12319589285714286,0.12319589285714286,0.12497232142857143,LOSS,-3.59,-3.78,105.27,101.49,70
344,2026-01-21T07:54:59.999Z,2026-01-21T08:14:59.999Z,0.12483,0.12464142857142857,0.12464142857142857,0.12539571428571428,LOSS,-1.51,-1.53,101.49,99.96,4
345,2026-01-21T08:44:59.999Z,2026-01-21T09:34:59.999Z,0.1241,0.12469464285714285,0.12390178571428571,0.12469464285714285,WIN,4.79,4.79,99.96,104.75,10
346,2026-01-21T11:54:59.999Z,2026-01-21T11:59:59.999Z,0.12371,0.12357821428571429,0.12357821428571429,0.12410535714285714,LOSS,-1.07,-1.12,104.75,103.63,1
347,2026-01-21T12:04:59.999Z,2026-01-21T12:09:59.999Z,0.12295,0.12276625000000001,0.12276625000000001,0.12350124999999999,LOSS,-1.49,-1.55,103.63,102.08,1
348,2026-01-21T12:14:59.999Z,2026-01-21T12:19:59.999Z,0.12215,0.12189553571428571,0.12189553571428571,0.12291339285714285,LOSS,-2.08,-2.13,102.08,99.96,1
349,2026-01-21T12:24:59.999Z,2026-01-21T12:29:59.999Z,0.12206,0.12175839285714286,0.12175839285714286,0.12296482142857143,LOSS,-2.47,-2.47,99.96,97.49,1
350,2026-01-21T12:34:59.999Z,2026-01-21T13:04:59.999Z,0.12206,0.12306767857142857,0.12172410714285714,0.12306767857142857,WIN,8.26,8.05,97.49,105.54,6
351,2026-01-21T16:19:59.999Z,2026-01-21T16:24:59.999Z,0.12514,0.12474625,0.12474625,0.12632125,LOSS,-3.15,-3.32,105.54,102.22,1
352,2026-01-21T16:34:59.999Z,2026-01-21T16:39:59.999Z,0.1239,0.12345589285714285,0.12345589285714285,0.12523232142857144,LOSS,-3.58,-3.66,102.22,98.55,1
353,2026-01-21T16:44:59.999Z,2026-01-21T16:59:59.999Z,0.12133,0.12078464285714285,0.12078464285714285,0.12296607142857142,LOSS,-4.49,-4.43,98.55,94.12,3
354,2026-01-21T17:14:59.999Z,2026-01-21T18:14:59.999Z,0.12057,0.12284892857142857,0.11981035714285714,0.12284892857142857,WIN,18.90,17.79,94.12,111.91,12
355,2026-01-21T22:29:59.999Z,2026-01-21T22:39:59.999Z,0.12758,0.1273260714285714,0.1273260714285714,0.12834178571428573,LOSS,-1.99,-2.23,111.91,109.68,2
356,2026-01-21T22:44:59.999Z,2026-01-21T23:24:59.999Z,0.12739,0.1271569642857143,0.1271569642857143,0.12808910714285715,LOSS,-1.83,-2.01,109.68,107.68,8
357,2026-01-21T23:44:59.999Z,2026-01-21T23:49:59.999Z,0.12672,0.12642642857142858,0.12642642857142858,0.1276007142857143,LOSS,-2.32,-2.49,107.68,105.18,1
358,2026-01-21T23:54:59.999Z,2026-01-22T00:44:59.999Z,0.12647,0.12740857142857143,0.12615714285714286,0.12740857142857143,WIN,7.42,7.81,105.18,112.99,10
359,2026-01-22T02:54:59.999Z,2026-01-22T03:34:59.999Z,0.12706,0.12686553571428572,0.12686553571428572,0.12764339285714288,LOSS,-1.53,-1.73,112.99,111.26,8
360,2026-01-22T03:39:59.999Z,2026-01-22T04:39:59.999Z,0.1267,0.1273525,0.1264825,0.1273525,WIN,5.15,5.73,111.26,116.99,12
361,2026-01-22T06:29:59.999Z,2026-01-22T06:49:59.999Z,0.12644,0.12694624999999998,0.12627125,0.12694624999999998,WIN,4.00,4.68,116.99,121.67,4
362,2026-01-22T07:24:59.999Z,2026-01-22T08:34:59.999Z,0.12611,0.12591875,0.12591875,0.12668375,LOSS,-1.52,-1.85,121.67,119.83,14
363,2026-01-22T11:24:59.999Z,2026-01-22T11:29:59.999Z,0.12589,0.12573089285714287,0.12573089285714287,0.12636732142857143,LOSS,-1.26,-1.51,119.83,118.31,1
364,2026-01-22T14:49:59.999Z,2026-01-22T15:24:59.999Z,0.12409,0.12376214285714286,0.12376214285714286,0.12507357142857142,LOSS,-2.64,-3.13,118.31,115.19,7
365,2026-01-22T15:29:59.999Z,2026-01-22T15:49:59.999Z,0.12341,0.12468125000000001,0.12298625,0.12468125000000001,WIN,10.30,11.87,115.19,127.05,4
366,2026-01-22T18:59:59.999Z,2026-01-22T19:04:59.999Z,0.1243,0.12406428571428571,0.12406428571428571,0.12500714285714284,LOSS,-1.90,-2.41,127.05,124.65,1
367,2026-01-22T20:29:59.999Z,2026-01-23T01:04:59.999Z,0.1239,0.12465696428571428,0.12364767857142857,0.12465696428571428,WIN,6.11,7.62,124.65,132.26,55
368,2026-01-23T07:09:59.999Z,2026-01-23T08:34:59.999Z,0.12496,0.12471839285714285,0.12471839285714285,0.12568482142857143,LOSS,-1.93,-2.56,132.26,129.70,17
369,2026-01-23T08:49:59.999Z,2026-01-23T09:09:59.999Z,0.12436,0.12489035714285714,0.12418321428571429,0.12489035714285714,WIN,4.26,5.53,129.70,135.23,4
370,2026-01-23T14:39:59.999Z,2026-01-23T14:54:59.999Z,0.12231,0.12325017857142857,0.12199660714285715,0.12325017857142857,WIN,7.69,10.40,135.23,145.63,3
371,2026-01-23T19:04:59.999Z,2026-01-23T19:19:59.999Z,0.12573,0.12541017857142858,0.12541017857142858,0.1266894642857143,LOSS,-2.54,-3.70,145.63,141.93,3
372,2026-01-23T19:24:59.999Z,2026-01-23T19:29:59.999Z,0.12522,0.12489964285714285,0.12489964285714285,0.12618107142857143,LOSS,-2.56,-3.63,141.93,138.29,1
373,2026-01-23T19:34:59.999Z,2026-01-23T20:34:59.999Z,0.12445,0.1241232142857143,0.1241232142857143,0.12543035714285716,LOSS,-2.63,-3.63,138.29,134.66,12
374,2026-01-23T20:39:59.999Z,2026-01-23T21:09:59.999Z,0.12348,0.1244282142857143,0.12316392857142858,0.1244282142857143,WIN,7.68,10.34,134.66,145.00,6
375,2026-01-25T03:34:59.999Z,2026-01-25T03:49:59.999Z,0.12319,0.12308285714285713,0.12308285714285713,0.12351142857142856,LOSS,-0.87,-1.26,145.00,143.74,3
376,2026-01-25T14:19:59.999Z,2026-01-25T14:24:59.999Z,0.12247,0.12232749999999999,0.12232749999999999,0.12289749999999999,LOSS,-1.16,-1.67,143.74,142.07,1
377,2026-01-25T16:09:59.999Z,2026-01-25T16:14:59.999Z,0.1211,0.12084232142857143,0.12084232142857143,0.12187303571428572,LOSS,-2.13,-3.02,142.07,139.05,1
378,2026-01-25T16:19:59.999Z,2026-01-25T16:24:59.999Z,0.12019,0.11986053571428572,0.11986053571428572,0.12117839285714287,LOSS,-2.74,-3.81,139.05,135.24,1
379,2026-01-25T16:34:59.999Z,2026-01-25T18:14:59.999Z,0.12011,0.11969535714285713,0.11969535714285713,0.12135392857142857,LOSS,-3.45,-4.67,135.24,130.57,20
380,2026-01-25T18:34:59.999Z,2026-01-25T19:24:59.999Z,0.1196,0.11926410714285714,0.11926410714285714,0.12060767857142858,LOSS,-2.81,-3.67,130.57,126.90,10
381,2026-01-25T19:29:59.999Z,2026-01-25T19:54:59.999Z,0.1187,0.11832767857142858,0.11832767857142858,0.11981696428571428,LOSS,-3.14,-3.98,126.90,122.92,5
382,2026-01-25T20:34:59.999Z,2026-01-25T21:09:59.999Z,0.11798,0.119285,0.117545,0.119285,WIN,11.06,13.60,122.92,136.52,7
383,2026-01-26T03:34:59.999Z,2026-01-26T03:54:59.999Z,0.12149,0.12129982142857143,0.12129982142857143,0.12206053571428573,LOSS,-1.57,-2.14,136.52,134.38,4
384,2026-01-26T17:19:59.999Z,2026-01-26T17:34:59.999Z,0.12198,0.12159107142857144,0.12159107142857144,0.12314678571428572,LOSS,-3.19,-4.28,134.38,130.09,3
385,2026-01-27T17:19:59.999Z,2026-01-27T17:44:59.999Z,0.12233,0.12186982142857142,0.12186982142857142,0.12371053571428571,LOSS,-3.76,-4.89,130.09,125.20,5
386,2026-01-27T17:54:59.999Z,2026-01-27T18:49:59.999Z,0.12198,0.12319017857142858,0.12157660714285715,0.12319017857142858,WIN,9.92,12.42,125.20,137.62,11
387,2026-01-28T01:24:59.999Z,2026-01-28T02:09:59.999Z,0.12515,0.12495767857142857,0.12495767857142857,0.1257269642857143,LOSS,-1.54,-2.11,137.62,135.51,9

SUMMARY
Total Trades,387
Wins,104
Losses,283
Timeouts,0
Win Rate,26.9%
Final Capital,$135.51
Total Return,35.5%
Missed Signals,218
