DOGE 5M BACKTEST - Mean Reversion 0.5%
Period,Dec 1 2025 - Jan 28 2026
Strategy,Mean Reversion 0.5% drop in 5 candles + lower 20% of range
Settings,SL=0.75 ATR TP=2.25 ATR (3:1 R:R)
Starting Capital,$100
Leverage,10x

Trade,Entry Time,Exit Time,Entry Price,Exit Price,Stop Loss,Take Profit,Result,P&L %,P&L $,Capital Before,Capital After,Candles Held
1,2025-12-01T02:09:59.999Z,2025-12-01T02:39:59.999Z,0.13897,0.13846857142857144,0.13846857142857144,0.14047428571428575,LOSS,-3.61,-3.61,100.00,96.39,6
2,2025-12-01T03:09:59.999Z,2025-12-01T03:34:59.999Z,0.13775,0.1373375,0.1373375,0.1389875,LOSS,-2.99,-2.89,96.39,93.51,5
3,2025-12-01T03:39:59.999Z,2025-12-01T04:59:59.999Z,0.13717,0.1367805357142857,0.1367805357142857,0.13833839285714286,LOSS,-2.84,-2.65,93.51,90.85,16
4,2025-12-01T09:14:59.999Z,2025-12-01T09:19:59.999Z,0.13745,0.1371923214285714,0.1371923214285714,0.1382230357142857,LOSS,-1.87,-1.70,90.85,89.15,1
5,2025-12-01T09:24:59.999Z,2025-12-01T11:09:59.999Z,0.1372,0.1369680357142857,0.1369680357142857,0.13789589285714285,LOSS,-1.69,-1.51,89.15,87.64,21
6,2025-12-01T12:44:59.999Z,2025-12-01T12:49:59.999Z,0.13577,0.13552892857142856,0.13552892857142856,0.1364932142857143,LOSS,-1.78,-1.56,87.64,86.08,1
7,2025-12-01T15:04:59.999Z,2025-12-01T15:14:59.999Z,0.13483,0.13444267857142858,0.13444267857142858,0.1359919642857143,LOSS,-2.87,-2.47,86.08,83.61,2
8,2025-12-01T15:24:59.999Z,2025-12-01T15:29:59.999Z,0.13428,0.1338589285714286,0.1338589285714286,0.1355432142857143,LOSS,-3.14,-2.62,83.61,80.99,1
9,2025-12-01T15:34:59.999Z,2025-12-01T15:54:59.999Z,0.13238,0.1339742857142857,0.13184857142857143,0.1339742857142857,WIN,12.04,9.75,80.99,90.74,4
10,2025-12-01T17:34:59.999Z,2025-12-01T18:14:59.999Z,0.13216,0.1334810714285714,0.13171964285714285,0.1334810714285714,WIN,10.00,9.07,90.74,99.81,8
11,2025-12-01T23:54:59.999Z,2025-12-02T00:24:59.999Z,0.13554,0.13526892857142855,0.13526892857142855,0.13635321428571429,LOSS,-2.00,-2.00,99.81,97.82,6
12,2025-12-02T08:29:59.999Z,2025-12-02T08:34:59.999Z,0.13472,0.13454964285714285,0.13454964285714285,0.13523107142857144,LOSS,-1.26,-1.24,97.82,96.58,1
13,2025-12-02T20:39:59.999Z,2025-12-02T21:04:59.999Z,0.14479,0.14576553571428572,0.14446482142857142,0.14576553571428572,WIN,6.74,6.51,96.58,103.09,5
14,2025-12-02T23:44:59.999Z,2025-12-02T23:54:59.999Z,0.1462,0.1459632142857143,0.1459632142857143,0.14691035714285713,LOSS,-1.62,-1.67,103.09,101.42,2
15,2025-12-03T00:04:59.999Z,2025-12-03T00:34:59.999Z,0.14546,0.14521089285714286,0.14521089285714286,0.14620732142857143,LOSS,-1.71,-1.74,101.42,99.68,6
16,2025-12-03T14:04:59.999Z,2025-12-03T14:09:59.999Z,0.14677,0.14789500000000003,0.146395,0.14789500000000003,WIN,7.67,7.64,99.68,107.32,1
17,2025-12-04T00:14:59.999Z,2025-12-04T00:34:59.999Z,0.15108,0.15082982142857143,0.15082982142857143,0.15183053571428573,LOSS,-1.66,-1.78,107.32,105.54,4
18,2025-12-04T01:59:59.999Z,2025-12-04T02:19:59.999Z,0.15117,0.15229178571428573,0.15079607142857143,0.15229178571428573,WIN,7.42,7.83,105.54,113.38,4
19,2025-12-04T03:34:59.999Z,2025-12-04T04:24:59.999Z,0.15108,0.15082660714285714,0.15082660714285714,0.15184017857142856,LOSS,-1.68,-1.90,113.38,111.48,10
20,2025-12-04T07:09:59.999Z,2025-12-04T07:14:59.999Z,0.14956,0.1493269642857143,0.1493269642857143,0.15025910714285712,LOSS,-1.56,-1.74,111.48,109.74,1
21,2025-12-04T07:24:59.999Z,2025-12-04T08:04:59.999Z,0.14947,0.15022696428571428,0.14921767857142856,0.15022696428571428,WIN,5.06,5.56,109.74,115.30,8
22,2025-12-04T12:29:59.999Z,2025-12-04T12:44:59.999Z,0.14893,0.14954553571428572,0.14872482142857144,0.14954553571428572,WIN,4.13,4.77,115.30,120.06,3
23,2025-12-04T13:49:59.999Z,2025-12-04T14:39:59.999Z,0.14902,0.14874089285714287,0.14874089285714287,0.14985732142857144,LOSS,-1.87,-2.25,120.06,117.81,10
24,2025-12-04T14:54:59.999Z,2025-12-04T14:59:59.999Z,0.14837,0.14804642857142858,0.14804642857142858,0.1493407142857143,LOSS,-2.18,-2.57,117.81,115.24,1
25,2025-12-04T16:49:59.999Z,2025-12-04T17:34:59.999Z,0.14905,0.14860910714285713,0.14860910714285713,0.15037267857142858,LOSS,-2.96,-3.41,115.24,111.83,9
26,2025-12-04T17:39:59.999Z,2025-12-04T18:09:59.999Z,0.14841,0.14939517857142856,0.14808160714285712,0.14939517857142856,WIN,6.64,7.42,111.83,119.26,6
27,2025-12-04T18:54:59.999Z,2025-12-04T19:04:59.999Z,0.14845,0.14813874999999999,0.14813874999999999,0.14938375,LOSS,-2.10,-2.50,119.26,116.76,2
28,2025-12-04T19:14:59.999Z,2025-12-04T19:19:59.999Z,0.14658,0.14618839285714286,0.14618839285714286,0.1477548214285714,LOSS,-2.67,-3.12,116.76,113.64,1
29,2025-12-04T19:24:59.999Z,2025-12-04T19:34:59.999Z,0.14592,0.14718964285714284,0.1454967857142857,0.14718964285714284,WIN,8.70,9.89,113.64,123.53,2
30,2025-12-05T04:34:59.999Z,2025-12-05T04:39:59.999Z,0.14683,0.14663767857142856,0.14663767857142856,0.14740696428571426,LOSS,-1.31,-1.62,123.53,121.91,1
31,2025-12-05T04:44:59.999Z,2025-12-05T05:24:59.999Z,0.14662,0.14641428571428572,0.14641428571428572,0.14723714285714284,LOSS,-1.40,-1.71,121.91,120.20,8
32,2025-12-05T08:19:59.999Z,2025-12-05T08:39:59.999Z,0.14679,0.14661910714285714,0.14661910714285714,0.14730267857142856,LOSS,-1.16,-1.40,120.20,118.80,4
33,2025-12-05T09:19:59.999Z,2025-12-05T09:24:59.999Z,0.145,0.14475517857142856,0.14475517857142856,0.14573446428571427,LOSS,-1.69,-2.01,118.80,116.79,1
34,2025-12-05T09:29:59.999Z,2025-12-05T09:44:59.999Z,0.14474,0.14447267857142856,0.14447267857142856,0.1455419642857143,LOSS,-1.85,-2.16,116.79,114.64,3
35,2025-12-05T11:34:59.999Z,2025-12-05T11:49:59.999Z,0.14367,0.14431767857142858,0.14345410714285714,0.14431767857142858,WIN,4.51,5.17,114.64,119.80,3
36,2025-12-05T13:44:59.999Z,2025-12-05T13:49:59.999Z,0.14343,0.14316482142857143,0.14316482142857143,0.1442255357142857,LOSS,-1.85,-2.21,119.80,117.59,1
37,2025-12-05T13:59:59.999Z,2025-12-05T14:09:59.999Z,0.14313,0.1427994642857143,0.1427994642857143,0.14412160714285716,LOSS,-2.31,-2.72,117.59,114.87,2
38,2025-12-05T16:04:59.999Z,2025-12-05T16:09:59.999Z,0.14221,0.14167964285714285,0.14167964285714285,0.14380107142857143,LOSS,-3.73,-4.28,114.87,110.59,1
39,2025-12-05T16:14:59.999Z,2025-12-05T16:19:59.999Z,0.14103,0.14048839285714285,0.14048839285714285,0.14265482142857142,LOSS,-3.84,-4.25,110.59,106.34,1
40,2025-12-05T16:24:59.999Z,2025-12-05T16:34:59.999Z,0.14082,0.14028803571428572,0.14028803571428572,0.14241589285714285,LOSS,-3.78,-4.02,106.34,102.32,2
41,2025-12-05T16:39:59.999Z,2025-12-05T16:44:59.999Z,0.13922,0.13863928571428571,0.13863928571428571,0.14096214285714287,LOSS,-4.17,-4.27,102.32,98.06,1
42,2025-12-05T16:49:59.999Z,2025-12-06T00:39:59.999Z,0.13782,0.13980160714285714,0.1371594642857143,0.13980160714285714,WIN,14.38,14.10,98.06,112.15,94
43,2025-12-06T15:19:59.999Z,2025-12-06T15:44:59.999Z,0.13912,0.13991553571428572,0.13885482142857142,0.13991553571428572,WIN,5.72,6.41,112.15,118.57,5
44,2025-12-07T07:19:59.999Z,2025-12-07T07:34:59.999Z,0.1399,0.13971625,0.13971625,0.14045125,LOSS,-1.31,-1.56,118.57,117.01,3
45,2025-12-07T14:04:59.999Z,2025-12-07T14:19:59.999Z,0.13771,0.13744535714285713,0.13744535714285713,0.13850392857142857,LOSS,-1.92,-2.25,117.01,114.76,3
46,2025-12-07T14:24:59.999Z,2025-12-07T14:29:59.999Z,0.136,0.13560357142857143,0.13560357142857143,0.13718928571428574,LOSS,-2.91,-3.35,114.76,111.42,1
47,2025-12-07T14:34:59.999Z,2025-12-07T14:59:59.999Z,0.13558,0.13513535714285715,0.13513535714285715,0.1369139285714286,LOSS,-3.28,-3.65,111.42,107.76,5
48,2025-12-07T21:39:59.999Z,2025-12-07T21:44:59.999Z,0.14046,0.14027625,0.14027625,0.14101125,LOSS,-1.31,-1.41,107.76,106.35,1
49,2025-12-07T21:49:59.999Z,2025-12-07T21:54:59.999Z,0.13963,0.13938946428571428,0.13938946428571428,0.14035160714285716,LOSS,-1.72,-1.83,106.35,104.52,1
50,2025-12-07T22:04:59.999Z,2025-12-07T22:09:59.999Z,0.13822,0.13786,0.13786,0.1393,LOSS,-2.60,-2.72,104.52,101.80,1
51,2025-12-07T22:24:59.999Z,2025-12-07T22:34:59.999Z,0.137,0.13868107142857145,0.13643964285714286,0.13868107142857145,WIN,12.27,12.49,101.80,114.29,2
52,2025-12-08T11:49:59.999Z,2025-12-08T12:09:59.999Z,0.14303,0.14285642857142855,0.14285642857142855,0.14355071428571428,LOSS,-1.21,-1.39,114.29,112.90,4
53,2025-12-08T15:14:59.999Z,2025-12-08T15:29:59.999Z,0.14299,0.14235678571428573,0.14235678571428573,0.14488964285714287,LOSS,-4.43,-5.00,112.90,107.90,3
54,2025-12-08T15:44:59.999Z,2025-12-08T18:59:59.999Z,0.14202,0.14127642857142858,0.14127642857142858,0.14425071428571432,LOSS,-5.24,-5.65,107.90,102.25,39
55,2025-12-08T23:19:59.999Z,2025-12-08T23:24:59.999Z,0.14247,0.14224928571428572,0.14224928571428572,0.14313214285714287,LOSS,-1.55,-1.58,102.25,100.67,1
56,2025-12-08T23:29:59.999Z,2025-12-08T23:39:59.999Z,0.14201,0.14270589285714286,0.1417780357142857,0.14270589285714286,WIN,4.90,4.93,100.67,105.60,2
57,2025-12-09T01:44:59.999Z,2025-12-09T01:49:59.999Z,0.14084,0.14056089285714285,0.14056089285714285,0.14167732142857142,LOSS,-1.98,-2.09,105.60,103.51,1
58,2025-12-09T04:54:59.999Z,2025-12-09T05:09:59.999Z,0.1405,0.1402932142857143,0.1402932142857143,0.14112035714285714,LOSS,-1.47,-1.52,103.51,101.99,3
59,2025-12-09T06:34:59.999Z,2025-12-09T06:54:59.999Z,0.13945,0.1401073214285714,0.13923089285714285,0.1401073214285714,WIN,4.71,4.81,101.99,106.79,4
60,2025-12-09T14:49:59.999Z,2025-12-09T15:04:59.999Z,0.14068,0.14176964285714286,0.1403167857142857,0.14176964285714286,WIN,7.75,8.27,106.79,115.07,3
61,2025-12-09T18:44:59.999Z,2025-12-09T19:44:59.999Z,0.15093,0.1505694642857143,0.1505694642857143,0.15201160714285714,LOSS,-2.39,-2.75,115.07,112.32,12
62,2025-12-09T20:24:59.999Z,2025-12-09T20:29:59.999Z,0.14924,0.1488275,0.1488275,0.15047750000000001,LOSS,-2.76,-3.10,112.32,109.21,1
63,2025-12-09T20:34:59.999Z,2025-12-09T21:49:59.999Z,0.14883,0.14835374999999998,0.14835374999999998,0.15025875,LOSS,-3.20,-3.49,109.21,105.72,15
64,2025-12-09T21:54:59.999Z,2025-12-09T22:04:59.999Z,0.14709,0.14842875,0.14664375,0.14842875,WIN,9.10,9.62,105.72,115.34,2
65,2025-12-10T00:19:59.999Z,2025-12-10T00:49:59.999Z,0.14715,0.14690517857142857,0.14690517857142857,0.14788446428571428,LOSS,-1.66,-1.92,115.34,113.42,6
66,2025-12-10T01:09:59.999Z,2025-12-10T02:04:59.999Z,0.14648,0.1461580357142857,0.1461580357142857,0.14744589285714285,LOSS,-2.20,-2.49,113.42,110.93,11
67,2025-12-10T10:44:59.999Z,2025-12-10T10:59:59.999Z,0.146,0.14565392857142856,0.14565392857142856,0.14703821428571429,LOSS,-2.37,-2.63,110.93,108.30,3
68,2025-12-10T15:34:59.999Z,2025-12-10T15:39:59.999Z,0.14495,0.14456910714285715,0.14456910714285715,0.14609267857142857,LOSS,-2.63,-2.85,108.30,105.45,1
69,2025-12-10T20:54:59.999Z,2025-12-10T21:09:59.999Z,0.1462,0.14533803571428572,0.14533803571428572,0.14878589285714286,LOSS,-5.90,-6.22,105.45,99.24,3
70,2025-12-10T21:14:59.999Z,2025-12-10T21:59:59.999Z,0.14598,0.14507571428571428,0.14507571428571428,0.14869285714285715,LOSS,-6.19,-6.15,99.24,93.09,9
71,2025-12-10T22:04:59.999Z,2025-12-10T22:14:59.999Z,0.14454,0.14401767857142858,0.14401767857142858,0.1461069642857143,LOSS,-3.61,-3.36,93.09,89.72,2
72,2025-12-10T22:19:59.999Z,2025-12-10T22:39:59.999Z,0.1427,0.1444710714285714,0.14210964285714286,0.1444710714285714,WIN,12.41,11.14,89.72,100.86,4
73,2025-12-11T00:34:59.999Z,2025-12-11T00:39:59.999Z,0.14233,0.14203428571428572,0.14203428571428572,0.14321714285714288,LOSS,-2.08,-2.10,100.86,98.76,1
74,2025-12-11T00:44:59.999Z,2025-12-11T00:49:59.999Z,0.14183,0.1414694642857143,0.1414694642857143,0.14291160714285717,LOSS,-2.54,-2.51,98.76,96.25,1
75,2025-12-11T00:59:59.999Z,2025-12-11T01:04:59.999Z,0.1412,0.1407430357142857,0.1407430357142857,0.14257089285714286,LOSS,-3.24,-3.12,96.25,93.14,1
76,2025-12-11T01:09:59.999Z,2025-12-11T01:14:59.999Z,0.14056,0.14004892857142856,0.14004892857142856,0.14209321428571428,LOSS,-3.64,-3.39,93.14,89.75,1
77,2025-12-11T01:19:59.999Z,2025-12-11T02:09:59.999Z,0.13967,0.13912249999999998,0.13912249999999998,0.14131249999999998,LOSS,-3.92,-3.52,89.75,86.23,10
78,2025-12-11T02:14:59.999Z,2025-12-11T02:19:59.999Z,0.13878,0.13835892857142856,0.13835892857142856,0.14004321428571428,LOSS,-3.03,-2.62,86.23,83.62,1
79,2025-12-11T03:09:59.999Z,2025-12-11T03:34:59.999Z,0.13774,0.13731892857142858,0.13731892857142858,0.1390032142857143,LOSS,-3.06,-2.56,83.62,81.06,5
80,2025-12-11T06:24:59.999Z,2025-12-11T06:29:59.999Z,0.13813,0.1379569642857143,0.1379569642857143,0.13864910714285714,LOSS,-1.25,-1.02,81.06,80.05,1
81,2025-12-11T08:19:59.999Z,2025-12-11T08:39:59.999Z,0.13735,0.13715285714285713,0.13715285714285713,0.13794142857142858,LOSS,-1.44,-1.15,80.05,78.90,4
82,2025-12-11T15:39:59.999Z,2025-12-11T18:44:59.999Z,0.13673,0.1384930357142857,0.1361423214285714,0.1384930357142857,WIN,12.89,10.17,78.90,89.07,37
83,2025-12-12T00:54:59.999Z,2025-12-12T00:59:59.999Z,0.13965,0.13940303571428572,0.13940303571428572,0.14039089285714285,LOSS,-1.77,-1.58,89.07,87.50,1
84,2025-12-12T05:29:59.999Z,2025-12-12T05:39:59.999Z,0.13984,0.1403655357142857,0.13966482142857142,0.1403655357142857,WIN,3.76,3.29,87.50,90.78,2
85,2025-12-12T15:04:59.999Z,2025-12-12T15:19:59.999Z,0.13975,0.13940392857142858,0.13940392857142858,0.1407882142857143,LOSS,-2.48,-2.25,90.78,88.54,3
86,2025-12-12T15:24:59.999Z,2025-12-12T15:29:59.999Z,0.13913,0.13870517857142858,0.13870517857142858,0.1404044642857143,LOSS,-3.05,-2.70,88.54,85.83,1
87,2025-12-12T15:34:59.999Z,2025-12-12T15:39:59.999Z,0.13794,0.13742732142857145,0.13742732142857145,0.13947803571428571,LOSS,-3.72,-3.19,85.83,82.64,1
88,2025-12-12T15:44:59.999Z,2025-12-12T15:54:59.999Z,0.1375,0.13694982142857143,0.13694982142857143,0.13915053571428573,LOSS,-4.00,-3.31,82.64,79.34,2
89,2025-12-12T15:59:59.999Z,2025-12-12T16:24:59.999Z,0.13561,0.13494303571428573,0.13494303571428573,0.13761089285714287,LOSS,-4.92,-3.90,79.34,75.43,5
90,2025-12-12T16:34:59.999Z,2025-12-12T16:39:59.999Z,0.13512,0.1343217857142857,0.1343217857142857,0.13751464285714285,LOSS,-5.91,-4.46,75.43,70.98,1
91,2025-12-12T16:44:59.999Z,2025-12-12T18:19:59.999Z,0.13471,0.13693267857142857,0.13396910714285715,0.13693267857142857,WIN,16.50,11.71,70.98,82.69,19
92,2025-12-14T11:44:59.999Z,2025-12-14T11:49:59.999Z,0.13623,0.13599696428571428,0.13599696428571428,0.13692910714285714,LOSS,-1.71,-1.41,82.69,81.27,1
93,2025-12-14T14:34:59.999Z,2025-12-14T14:54:59.999Z,0.13583,0.13564035714285716,0.13564035714285716,0.13639892857142857,LOSS,-1.40,-1.13,81.27,80.14,4
94,2025-12-14T15:04:59.999Z,2025-12-14T15:09:59.999Z,0.13527,0.13503428571428572,0.13503428571428572,0.13597714285714285,LOSS,-1.74,-1.40,80.14,78.74,1
95,2025-12-14T17:14:59.999Z,2025-12-14T17:19:59.999Z,0.13403,0.13369089285714286,0.13369089285714286,0.13504732142857145,LOSS,-2.53,-1.99,78.74,76.75,1
96,2025-12-14T17:29:59.999Z,2025-12-14T23:34:59.999Z,0.1338,0.13339767857142856,0.13339767857142856,0.1350069642857143,LOSS,-3.01,-2.31,76.75,74.44,73
97,2025-12-15T03:44:59.999Z,2025-12-15T03:54:59.999Z,0.13649,0.13622642857142858,0.13622642857142858,0.13728071428571428,LOSS,-1.93,-1.44,74.44,73.00,2
98,2025-12-15T14:49:59.999Z,2025-12-15T14:54:59.999Z,0.13564,0.1352376785714286,0.1352376785714286,0.13684696428571427,LOSS,-2.97,-2.17,73.00,70.84,1
99,2025-12-15T14:59:59.999Z,2025-12-15T15:04:59.999Z,0.13362,0.13308375,0.13308375,0.13522874999999998,LOSS,-4.01,-2.84,70.84,68.00,1
100,2025-12-15T15:14:59.999Z,2025-12-15T15:19:59.999Z,0.13274,0.13202910714285715,0.13202910714285715,0.13487267857142857,LOSS,-5.36,-3.64,68.00,64.35,1
101,2025-12-15T15:24:59.999Z,2025-12-15T16:39:59.999Z,0.13024,0.12936839285714286,0.12936839285714286,0.1328548214285714,LOSS,-6.69,-4.31,64.35,60.05,15
102,2025-12-15T16:44:59.999Z,2025-12-15T17:34:59.999Z,0.12943,0.1288375,0.1288375,0.13120749999999998,LOSS,-4.58,-2.75,60.05,57.30,10
103,2025-12-15T17:49:59.999Z,2025-12-15T17:54:59.999Z,0.12864,0.12822214285714287,0.12822214285714287,0.1298935714285714,LOSS,-3.25,-1.86,57.30,55.44,1
104,2025-12-15T17:59:59.999Z,2025-12-15T18:24:59.999Z,0.12793,0.12753946428571428,0.12753946428571428,0.12910160714285712,LOSS,-3.05,-1.69,55.44,53.75,5
105,2025-12-16T04:39:59.999Z,2025-12-16T04:49:59.999Z,0.12835,0.12810625,0.12810625,0.12908124999999998,LOSS,-1.90,-1.02,53.75,52.72,2
106,2025-12-16T07:24:59.999Z,2025-12-16T07:34:59.999Z,0.12913,0.1289698214285714,0.1289698214285714,0.1296105357142857,LOSS,-1.24,-0.65,52.72,52.07,2
107,2025-12-16T07:39:59.999Z,2025-12-16T07:44:59.999Z,0.12875,0.1285807142857143,0.1285807142857143,0.12925785714285715,LOSS,-1.31,-0.68,52.07,51.39,1
108,2025-12-16T13:34:59.999Z,2025-12-16T13:39:59.999Z,0.13015,0.12979214285714286,0.12979214285714286,0.1312235714285714,LOSS,-2.75,-1.41,51.39,49.97,1
109,2025-12-16T17:39:59.999Z,2025-12-16T17:44:59.999Z,0.1313,0.13102142857142857,0.13102142857142857,0.1321357142857143,LOSS,-2.12,-1.06,49.97,48.91,1
110,2025-12-17T02:14:59.999Z,2025-12-17T02:19:59.999Z,0.13127,0.13108089285714286,0.13108089285714286,0.13183732142857144,LOSS,-1.44,-0.70,48.91,48.21,1
111,2025-12-17T15:54:59.999Z,2025-12-17T16:14:59.999Z,0.13032,0.12926517857142855,0.12926517857142855,0.13348446428571428,LOSS,-8.09,-3.90,48.21,44.31,4
112,2025-12-17T16:19:59.999Z,2025-12-17T16:24:59.999Z,0.12811,0.12727267857142857,0.12727267857142857,0.1306219642857143,LOSS,-6.54,-2.90,44.31,41.41,1
113,2025-12-17T16:29:59.999Z,2025-12-17T18:44:59.999Z,0.12685,0.12591785714285714,0.12591785714285714,0.12964642857142858,LOSS,-7.35,-3.04,41.41,38.37,27
114,2025-12-17T18:49:59.999Z,2025-12-17T19:04:59.999Z,0.12583,0.12539660714285714,0.12539660714285714,0.12713017857142858,LOSS,-3.44,-1.32,38.37,37.05,3
115,2025-12-17T19:09:59.999Z,2025-12-17T19:54:59.999Z,0.12508,0.12636571428571428,0.12465142857142857,0.12636571428571428,WIN,10.28,3.81,37.05,40.85,9
116,2025-12-17T21:29:59.999Z,2025-12-17T21:34:59.999Z,0.1262,0.12592410714285715,0.12592410714285715,0.12702767857142858,LOSS,-2.19,-0.89,40.85,39.96,1
117,2025-12-17T21:39:59.999Z,2025-12-17T22:09:59.999Z,0.12576,0.12548410714285715,0.12548410714285715,0.12658767857142858,LOSS,-2.19,-0.88,39.96,39.08,6
118,2025-12-18T01:09:59.999Z,2025-12-18T01:54:59.999Z,0.12549,0.12529071428571428,0.12529071428571428,0.1260878571428571,LOSS,-1.59,-0.62,39.08,38.46,9
119,2025-12-18T03:29:59.999Z,2025-12-18T03:34:59.999Z,0.12546,0.12525375,0.12525375,0.12607875,LOSS,-1.64,-0.63,38.46,37.83,1
120,2025-12-18T05:14:59.999Z,2025-12-18T05:19:59.999Z,0.12457,0.12437285714285715,0.12437285714285715,0.12516142857142856,LOSS,-1.58,-0.60,37.83,37.23,1
121,2025-12-18T05:24:59.999Z,2025-12-18T05:34:59.999Z,0.12442,0.12420785714285715,0.12420785714285715,0.12505642857142857,LOSS,-1.71,-0.63,37.23,36.60,2
122,2025-12-18T17:04:59.999Z,2025-12-18T17:09:59.999Z,0.1281,0.12776732142857142,0.12776732142857142,0.1290980357142857,LOSS,-2.60,-0.95,36.60,35.65,1
123,2025-12-18T17:14:59.999Z,2025-12-18T17:19:59.999Z,0.12527,0.12479589285714285,0.12479589285714285,0.12669232142857142,LOSS,-3.78,-1.35,35.65,34.30,1
124,2025-12-18T17:24:59.999Z,2025-12-18T18:14:59.999Z,0.12221,0.12432982142857144,0.12150339285714286,0.12432982142857144,WIN,17.35,5.95,34.30,40.25,10
125,2025-12-18T19:14:59.999Z,2025-12-18T19:19:59.999Z,0.12269,0.1221655357142857,0.1221655357142857,0.12426339285714286,LOSS,-4.27,-1.72,40.25,38.53,1
126,2025-12-18T19:24:59.999Z,2025-12-18T19:39:59.999Z,0.12248,0.12197803571428573,0.12197803571428573,0.12398589285714286,LOSS,-4.10,-1.58,38.53,36.95,3
127,2025-12-18T19:44:59.999Z,2025-12-18T19:54:59.999Z,0.12069,0.12011142857142858,0.12011142857142858,0.12242571428571429,LOSS,-4.79,-1.77,36.95,35.18,2
128,2025-12-18T19:59:59.999Z,2025-12-18T21:04:59.999Z,0.12026,0.12206803571428572,0.11965732142857144,0.12206803571428572,WIN,15.03,5.29,35.18,40.47,13
129,2025-12-18T23:19:59.999Z,2025-12-18T23:24:59.999Z,0.12251,0.12228982142857142,0.12228982142857142,0.12317053571428571,LOSS,-1.80,-0.73,40.47,39.74,1
130,2025-12-19T01:24:59.999Z,2025-12-19T01:29:59.999Z,0.12155,0.1212569642857143,0.1212569642857143,0.12242910714285715,LOSS,-2.41,-0.96,39.74,38.78,1
131,2025-12-19T01:49:59.999Z,2025-12-19T02:29:59.999Z,0.12069,0.12158678571428572,0.12039107142857143,0.12158678571428572,WIN,7.43,2.88,38.78,41.66,8
132,2025-12-19T14:39:59.999Z,2025-12-19T14:44:59.999Z,0.12808,0.1288594642857143,0.12782017857142858,0.1288594642857143,WIN,6.09,2.54,41.66,44.20,1
133,2025-12-19T17:44:59.999Z,2025-12-19T17:49:59.999Z,0.1305,0.13004625,0.13004625,0.13186125,LOSS,-3.48,-1.54,44.20,42.66,1
134,2025-12-19T18:04:59.999Z,2025-12-19T19:09:59.999Z,0.13003,0.13153428571428574,0.12952857142857144,0.13153428571428574,WIN,11.57,4.94,42.66,47.60,13
135,2025-12-20T00:54:59.999Z,2025-12-20T01:34:59.999Z,0.13104,0.13088035714285715,0.13088035714285715,0.13151892857142855,LOSS,-1.22,-0.58,47.60,47.02,8
136,2025-12-20T14:14:59.999Z,2025-12-20T14:49:59.999Z,0.13132,0.131995,0.131095,0.131995,WIN,5.14,2.42,47.02,49.43,7
137,2025-12-21T10:34:59.999Z,2025-12-21T10:59:59.999Z,0.13209,0.13186285714285714,0.13186285714285714,0.1327714285714286,LOSS,-1.72,-0.85,49.43,48.58,5
138,2025-12-21T12:44:59.999Z,2025-12-21T12:49:59.999Z,0.1314,0.1312398214285714,0.1312398214285714,0.1318805357142857,LOSS,-1.22,-0.59,48.58,47.99,1
139,2025-12-21T13:04:59.999Z,2025-12-21T13:09:59.999Z,0.13039,0.13012107142857143,0.13012107142857143,0.13119678571428572,LOSS,-2.06,-0.99,47.99,47.00,1
140,2025-12-21T13:34:59.999Z,2025-12-21T13:44:59.999Z,0.12966,0.1292657142857143,0.1292657142857143,0.13084285714285715,LOSS,-3.04,-1.43,47.00,45.57,2
141,2025-12-21T13:49:59.999Z,2025-12-21T17:14:59.999Z,0.12911,0.13039732142857144,0.12868089285714285,0.13039732142857144,WIN,9.97,4.54,45.57,50.11,41
142,2025-12-21T18:09:59.999Z,2025-12-21T19:04:59.999Z,0.12935,0.12995267857142856,0.12914910714285713,0.12995267857142856,WIN,4.66,2.33,50.11,52.45,11
143,2025-12-22T01:54:59.999Z,2025-12-22T02:04:59.999Z,0.13156,0.13120803571428571,0.13120803571428571,0.13261589285714287,LOSS,-2.68,-1.40,52.45,51.05,2
144,2025-12-22T02:19:59.999Z,2025-12-22T03:09:59.999Z,0.13018,0.13129857142857143,0.12980714285714284,0.13129857142857143,WIN,8.59,4.39,51.05,55.43,10
145,2025-12-22T19:04:59.999Z,2025-12-22T19:09:59.999Z,0.13358,0.13327089285714286,0.13327089285714286,0.1345073214285714,LOSS,-2.31,-1.28,55.43,54.15,1
146,2025-12-22T19:14:59.999Z,2025-12-22T19:29:59.999Z,0.13292,0.1325675,0.1325675,0.1339775,LOSS,-2.65,-1.44,54.15,52.71,3
147,2025-12-22T19:34:59.999Z,2025-12-22T19:59:59.999Z,0.13215,0.13176696428571427,0.13176696428571427,0.13329910714285712,LOSS,-2.90,-1.53,52.71,51.19,5
148,2025-12-22T20:24:59.999Z,2025-12-22T22:54:59.999Z,0.13116,0.13241357142857144,0.13074214285714286,0.13241357142857144,WIN,9.56,4.89,51.19,56.08,30
149,2025-12-23T02:39:59.999Z,2025-12-23T03:04:59.999Z,0.13223,0.1319642857142857,0.1319642857142857,0.13302714285714284,LOSS,-2.01,-1.13,56.08,54.95,5
150,2025-12-23T05:14:59.999Z,2025-12-23T05:19:59.999Z,0.13153,0.13134839285714286,0.13134839285714286,0.13207482142857144,LOSS,-1.38,-0.76,54.95,54.19,1
